locus	stress	time	resolution	chr	start	end	control24	stress24	delta24	controlCHH	stressCHH	deltaCHH	mid
HSP101_heat_gain	heat	24h	100	1	27934900	27935000	0.0	0.0	0.0	0.0170273440010281	0.033346415489272405	0.0163190714882443	27934950.0
HSP101_heat_gain	heat	24h	100	1	27935000	27935100	0.0	0.0	0.0	0.0714038231780166	0.018049155145929308	-0.0533546680320873	27935050.0
HSP101_heat_gain	heat	24h	100	1	27935100	27935200	0.0	0.0	0.0	0.0467592592592592	0.0061728395061728045	-0.0405864197530864	27935150.0
HSP101_heat_gain	heat	24h	100	1	27935200	27935300	0.0	0.0	0.0	0.0486834388927984	0.0016420361247947018	-0.0470414027680037	27935250.0
HSP101_heat_gain	heat	24h	100	1	27935300	27935400	0.0	0.0	0.0	0.0654679232804232	0.021469907407407396	-0.0439980158730158	27935350.0
HSP101_heat_gain	heat	24h	100	1	27935400	27935500	0.0	0.0	0.0	0.0897435897435897	0.0296893329981565	-0.0600542567454332	27935450.0
HSP101_heat_gain	heat	24h	100	1	27935500	27935600	0.0	0.0	0.0	0.05718954248366	0.003968253968253899	-0.0532212885154061	27935550.0
HSP101_heat_gain	heat	24h	100	1	27935600	27935700	0.0	0.0	0.0	0.1296066252587991	0.004227053140096609	-0.1253795721187025	27935650.0
HSP101_heat_gain	heat	24h	100	1	27935700	27935800	0.0	0.0	0.0	0.0216269841269841	0.1500350140056021	0.128408029878618	27935750.0
HSP101_heat_gain	heat	24h	100	1	27935800	27935900	0.0	0.0	0.0	0.0543154761904761	0.1444444444444444	0.0901289682539683	27935850.0
HSP101_heat_gain	heat	24h	100	1	27935900	27936000	0.0	0.0	0.0	0.0250723610372732	0.0369488536155201	0.0118764925782469	27935950.0
HSP101_heat_gain	heat	24h	100	1	27936000	27936100	0.0	0.0	0.0	0.0294871794871794	0.0759259259259258	0.0464387464387464	27936050.0
HSP101_heat_gain	heat	24h	100	1	27936100	27936200	0.0	0.0	0.0	0.0128205128205128	0.0	-0.0128205128205128	27936150.0
HSP101_heat_gain	heat	24h	100	1	27936200	27936300	0.0	0.0	0.0	0.0013717421124828	0.0361552028218694	0.0347834607093866	27936250.0
HSP101_heat_gain	heat	24h	100	1	27936300	27936400	0.0	0.0	0.0	0.05210277214334	0.048754208754208696	-0.0033485633891313	27936350.0
HSP101_heat_gain	heat	24h	100	1	27936400	27936500	0.0	0.0500288537	0.0500288537	0.0423768939393939	0.019160884050589903	-0.023216009888804	27936450.0
HSP101_heat_gain	heat	24h	100	1	27936500	27936600	0.0	0.0	0.0	0.027662037037037	0.0251262626262626	-0.0025357744107744	27936550.0
HSP101_heat_gain	heat	24h	100	1	27936600	27936700	0.0	0.4768105642	0.4768105642	0.0067451131687242	0.0342222222222221	0.0274771090534979	27936650.0
HSP101_heat_gain	heat	24h	100	1	27936700	27936800	0.1390448539	0.8025102646	0.6634654107	0.0248179803735358	0.0751486963852553	0.0503307160117195	27936750.0
HSP101_heat_gain	heat	24h	100	1	27936800	27936900	0.0	0.6189095659	0.6189095659	0.0603014916186958	0.2711669677395482	0.2108654761208524	27936850.0
HSP101_heat_gain	heat	24h	100	1	27936900	27937000	0.1390448539	0.9536211284	0.8145762745	0.0714474414474414	0.024913499199213505	-0.0465339422482279	27936950.0
HSP101_heat_gain	heat	24h	100	1	27937000	27937100	0.0	0.0558751933	0.0558751933	0.0326719576719576	0.018422067901234504	-0.0142498897707231	27937050.0
HSP101_heat_gain	heat	24h	100	1	27937100	27937200	0.0	0.2873635259	0.2873635259	0.0525132275132274	0.002298850574712602	-0.0502143769385148	27937150.0
HSP101_heat_gain	heat	24h	100	1	27937200	27937300	0.0	0.5885609508	0.5885609508	0.0429329929329928	0.013828763828763697	-0.0291042291042291	27937250.0
HSP101_heat_gain	heat	24h	100	1	27937300	27937400	0.0	0.3767528568	0.3767528568	0.0394631410256409	0.015257192676547498	-0.0242059483490934	27937350.0
HSP101_heat_gain	heat	24h	100	1	27937400	27937500	0.0	0.225641993	0.225641993	0.0118298368298368	0.0457070707070706	0.0338772338772338	27937450.0
HSP101_heat_gain	heat	24h	100	1	27937500	27937600	0.0	1.0350228999	1.0350228999	0.0333333333333333	0.0326278659611993	-0.000705467372134	27937550.0
HSP101_heat_gain	heat	24h	100	1	27937600	27937700	0.0	0.0	0.0	0.0059829059829059	0.0674236874236873	0.0614407814407814	27937650.0
HSP101_heat_gain	heat	24h	100	1	27937700	27937800	0.0	0.4267817105	0.4267817105	0.0498490192934637	0.1696188942565753	0.1197698749631116	27937750.0
HSP101_heat_gain	heat	24h	100	1	27937800	27937900	0.0	0.9376460095	0.9376460095	0.0310940016103059	0.06259600614439309	0.0315020045340872	27937850.0
HSP101_heat_gain	heat	24h	100	1	27937900	27938000	0.0	2.2100035815	2.2100035815	0.1240278496733523	0.1116690716690717	-0.0123587780042806	27937950.0
HSP101_heat_gain	heat	24h	100	1	27938000	27938100	0.0	0.5805733913	0.5805733913	0.0891857168172956	0.0797418630751963	-0.0094438537420993	27938050.0
HSP101_heat_gain	heat	24h	100	1	27938100	27938200	0.0	0.3011974249	0.3011974249	0.1316534391534391	0.10960796666785591	-0.0220454724855832	27938150.0
HSP101_heat_gain	heat	24h	100	1	27938200	27938300	0.0	0.3570726182	0.3570726182	0.0743089626422959	0.0372287691732135	-0.0370801934690824	27938250.0
HSP101_heat_gain	heat	24h	100	1	27938300	27938400	0.0	0.225641993	0.225641993	0.0629563492063491	0.0394912326730508	-0.0234651165332983	27938350.0
HSP101_heat_gain	heat	24h	100	1	27938400	27938500	0.0	0.1814594789	0.1814594789	0.0508304195804195	0.0473290968290968	-0.0035013227513227	27938450.0
HSP101_heat_gain	heat	24h	100	1	27938500	27938600	0.0	0.5268394179	0.5268394179	0.0042087542087542	0.16322100826862718	0.159012254059873	27938550.0
HSP101_heat_gain	heat	24h	100	1	27938600	27938700	0.0	0.3512262786	0.3512262786	0.0495169082125603	0.0414222452265931	-0.0080946629859672	27938650.0
HSP101_heat_gain	heat	24h	100	1	27938700	27938800	0.0	1.3143988663	1.3143988663	0.0318518518518518	0.020875420875420898	-0.0109764309764309	27938750.0
HSP101_heat_gain	heat	24h	100	1	27938800	27938900	0.0	0.0	0.0	0.038167735042735	0.0988791423001949	0.0607114072574599	27938850.0
HSP101_heat_gain	heat	24h	100	1	27938900	27939000	0.0	0.3629189578	0.3629189578	0.0212701893622945	0.1396848222079702	0.1184146328456757	27938950.0
HSP101_heat_gain	heat	24h	100	1	27939000	27939100	0.0	0.4326280501	0.4326280501	0.0736568986568986	0.0452380952380952	-0.0284188034188034	27939050.0
HSP101_heat_gain	heat	24h	100	1	27939100	27939200	0.0	0.8780656966	0.8780656966	0.1333180766479084	0.1230709714262345	-0.0102471052216739	27939150.0
HSP101_heat_gain	heat	24h	100	1	27939200	27939300	0.0	0.3767528568	0.3767528568	0.0819611458500346	0.0888476708476707	0.0068865249976361	27939250.0
HSP101_heat_gain	heat	24h	100	1	27939300	27939400	0.0	0.9035922747	0.9035922747	0.0733142604110345	0.25546555577390473	0.1821512953628702	27939350.0
HSP101_heat_gain	heat	24h	100	1	27939400	27939500	0.0	0.627921428	0.627921428	0.3214158390628979	0.27579365079365087	-0.045622188269247	27939450.0
HSP101_heat_gain	heat	24h	100	1	27939500	27939600	0.0	0.5326857575	0.5326857575	0.1393826754423242	0.12688492063492068	-0.0124977548074035	27939550.0
HSP101_heat_gain	heat	24h	100	1	27939600	27939700	0.0	0.1000577074	0.1000577074	0.2358146323663563	0.1759412419938736	-0.0598733903724827	27939650.0
HSP101_heat_gain	heat	24h	100	1	27939700	27939800	0.0	0.1250721343	0.1250721343	0.0553917050691243	0.2637628554143981	0.2083711503452738	27939750.0
HSP101_heat_gain	heat	24h	100	1	27939800	27939900	0.0	0.0500288537	0.0500288537	0.0353190948385455	0.111111111111111	0.0757920162725655	27939850.0
HSP101_heat_gain	heat	24h	100	1	27939900	27940000	0.0	0.0558751933	0.0558751933	0.0257756132756132	0.016549912505794802	-0.0092257007698184	27939950.0
HSP101_heat_gain	heat	24h	100	1	27940000	27940100	0.0	0.853563421	0.853563421	0.0229186795491143	0.0960211640211639	0.0731024844720496	27940050.0
HSP101_heat_gain	heat	24h	100	1	27940100	27940200	0.0	0.0	0.0	0.0429574895092135	0.057266137438550996	0.0143086479293375	27940150.0
HSP101_heat_gain	heat	24h	100	1	27940200	27940300	0.0	0.0	0.0	0.0186660561660561	0.028482461565168198	0.0098164053991121	27940250.0
HSP101_heat_gain	heat	24h	100	1	27940300	27940400	0.0	0.0	0.0	0.0179100529100529	0.028690059940059798	0.0107800070300069	27940350.0
HSP101_heat_gain	heat	24h	100	1	27940400	27940500	0.0	0.0	0.0	0.0195480445480445	0.021941638608305197	0.0023935940602607	27940450.0
HSP101_heat_gain	heat	24h	100	1	27940500	27940600	0.0	0.0	0.0	0.0340094603252497	0.0268055838692957	-0.007203876455954	27940550.0
HSP101_heat_gain	heat	24h	100	1	27940600	27940700	0.0	0.0	0.0	0.0300215357033538	0.0299001924001924	-0.0001213433031614	27940650.0
HSP101_heat_gain	heat	24h	100	1	27940700	27940800	0.0	0.0	0.0	0.0289882956549622	0.017647707231040498	-0.0113405884239217	27940750.0
HSP101_heat_gain	heat	24h	100	1	27940800	27940900	0.0	0.0	0.0	0.0269305385972051	0.020547774665421598	-0.0063827639317835	27940850.0
HSP101_heat_gain	heat	24h	100	1	27940900	27941000	0.0	0.0	0.0	0.0316137566137566	0.0206174655248729	-0.0109962910888837	27940950.0
HSP101_heat_gain	heat	24h	100	1	27941000	27941100	0.0	0.0	0.0	0.0307936507936507	0.020444444444444397	-0.0103492063492063	27941050.0
HSP101_heat_gain	heat	24h	100	1	27941100	27941200	0.0	0.0	0.0	0.0513768115942028	0.0239302967563837	-0.0274465148378191	27941150.0
HSP101_heat_gain	heat	24h	100	1	27941200	27941300	0.0	0.0	0.0	0.0109448504282095	0.0218393544286401	0.0108945040004306	27941250.0
HSP101_heat_gain	heat	24h	100	1	27941300	27941400	0.0	0.0	0.0	0.0356162900280547	0.0316348003848004	-0.0039814896432543	27941350.0
HSP101_heat_gain	heat	24h	100	1	27941400	27941500	0.0	0.0	0.0	0.0291486291486291	0.0390649001536097	0.0099162710049806	27941450.0
HSP101_heat_gain	heat	24h	100	1	27941500	27941600	0.0	0.0558751933	0.0558751933	0.0326505332716512	0.025879917184264998	-0.0067706160873862	27941550.0
HSP101_heat_gain	heat	24h	100	1	27941600	27941700	0.0	0.0	0.0	0.0473940670737008	0.018599033816425102	-0.0287950332572757	27941650.0
HSP101_heat_gain	heat	24h	100	1	27941700	27941800	0.0	0.0	0.0	0.0333880678708264	0.024712643678160798	-0.0086754241926656	27941750.0
HSP101_heat_gain	heat	24h	100	1	27941800	27941900	0.0	0.0	0.0	0.0185757575757575	0.0232905982905982	0.0047148407148407	27941850.0
HSP101_heat_gain	heat	24h	100	1	27941900	27942000	0.0	0.0558751933	0.0558751933	0.0097777777777777	0.0205613275613274	0.0107835497835497	27941950.0
HSP101_heat_gain	heat	24h	100	1	27942000	27942100	0.0	0.0500288537	0.0500288537	0.0190656565656564	0.0312918871252203	0.0122262305595639	27942050.0
HSP101_heat_gain	heat	24h	100	1	27942100	27942200	0.0	0.0	0.0	0.0304282562903252	0.0242143658810325	-0.0062138904092927	27942150.0
HSP101_heat_gain	heat	24h	100	1	27942200	27942300	0.0	0.0	0.0	0.031383712905452	0.0439615738528781	0.0125778609474261	27942250.0
HSP101_heat_gain	heat	24h	100	1	27942300	27942400	0.0	0.0	0.0	0.0263888888888888	0.0788496071829404	0.0524607182940516	27942350.0
HSP101_heat_gain	heat	6h	500	1	27933500	27934000	0.4416915824	0.9392850564999999	0.4975934741	0.0572065533894392	0.0409803343033156	-0.0162262190861236	27933750.0
HSP101_heat_gain	heat	6h	500	1	27934000	27934500	0.0455293166	0.0	-0.0455293166	0.0371941644073509	0.014562652668093399	-0.0226315117392575	27934250.0
HSP101_heat_gain	heat	6h	500	1	27934500	27935000	0.0	0.0	0.0	0.0346004246856812	0.0351440179364127	0.0005435932507315	27934750.0
HSP101_heat_gain	heat	6h	500	1	27935000	27935500	0.0	0.0	0.0	0.0651696982270239	0.0353647175882185	-0.0298049806388054	27935250.0
HSP101_heat_gain	heat	6h	500	1	27935500	27936000	0.0	0.0	0.0	0.0512626377918803	0.0869141734746601	0.0356515356827798	27935750.0
HSP101_heat_gain	heat	6h	500	1	27936000	27936500	0.0	0.0500288537	0.0500288537	0.0388175498725451	0.045384284113792195	0.0065667342412471	27936250.0
HSP101_heat_gain	heat	6h	500	1	27936500	27937000	0.2780897079	2.8518515232	2.5737618153	0.0317001113050177	0.1055066686968002	0.0738065573917825	27936750.0
HSP101_heat_gain	heat	6h	500	1	27937000	27937500	0.0	1.5341945197	1.5341945197	0.0377224359636204	0.10328723885175481	0.0655648028881344	27937250.0
HSP101_heat_gain	heat	6h	500	1	27937500	27938000	0.0	4.6094542014	4.6094542014	0.0399514962753733	0.0979344883416437	0.0579829920662704	27937750.0
HSP101_heat_gain	heat	6h	500	1	27938000	27938500	0.0	1.6459449063	1.6459449063	0.0833573299385264	0.052982414929580404	-0.030374915008946	27938250.0
HSP101_heat_gain	heat	6h	500	1	27938500	27939000	0.0	2.5553835206	2.5553835206	0.0306338022953364	0.0516446598597236	0.0210108575643872	27938750.0
HSP101_heat_gain	heat	6h	500	1	27939000	27939500	0.0	3.2189603061	3.2189603061	0.1773237043862481	0.11178111112636069	-0.0655425932598874	27939250.0
HSP101_heat_gain	heat	6h	500	1	27939500	27940000	0.0	0.8637196462	0.8637196462	0.1021355733896524	0.1098867046818727	0.0077511312922203	27939750.0
HSP101_heat_gain	heat	6h	500	1	27940000	27940500	0.0	0.853563421	0.853563421	0.0257348708451593	0.046148425899557005	0.0204135550543977	27940250.0
HSP101_heat_gain	heat	6h	500	1	27940500	27941000	0.0	0.0	0.0	0.0300743256743256	0.033863381000133	0.0037890553258074	27940750.0
HSP101_heat_gain	heat	6h	500	1	27941000	27941500	0.0	0.0	0.0	0.0324493087482569	0.031947003303428395	-0.0005023054448285	27941250.0
HSP101_heat_gain	heat	6h	500	1	27941500	27942000	0.0	0.1117503866	0.1117503866	0.0280611432415077	0.0318633643145704	0.0038022210730627	27941750.0
HSP101_heat_gain	heat	6h	500	1	27942000	27942500	0.0	0.0500288537	0.0500288537	0.027535160519009	0.029778611947116198	0.0022434514281072	27942250.0
HSP101_heat_gain	heat	12h	500	1	27933500	27934000	0.4416915824	0.9392850564999999	0.4975934741	0.0572065533894392	0.04483545955144311	-0.0123710938379961	27933750.0
HSP101_heat_gain	heat	12h	500	1	27934000	27934500	0.0455293166	0.0	-0.0455293166	0.0371941644073509	0.040580676769202996	0.0033865123618521	27934250.0
HSP101_heat_gain	heat	12h	500	1	27934500	27935000	0.0	0.0	0.0	0.0346004246856812	0.023959216461578597	-0.0106412082241026	27934750.0
HSP101_heat_gain	heat	12h	500	1	27935000	27935500	0.0	0.0	0.0	0.0651696982270239	0.0243509436826667	-0.0408187545443572	27935250.0
HSP101_heat_gain	heat	12h	500	1	27935500	27936000	0.0	0.0	0.0	0.0512626377918803	0.028639191264405298	-0.022623446527475	27935750.0
HSP101_heat_gain	heat	12h	500	1	27936000	27936500	0.0	0.0500288537	0.0500288537	0.0388175498725451	0.023583528709317597	-0.0152340211632275	27936250.0
HSP101_heat_gain	heat	12h	500	1	27936500	27937000	0.2780897079	2.8518515232	2.5737618153	0.0317001113050177	0.2008453441451904	0.1691452328401727	27936750.0
HSP101_heat_gain	heat	12h	500	1	27937000	27937500	0.0	1.5341945197	1.5341945197	0.0377224359636204	0.0743837338029443	0.0366612978393239	27937250.0
HSP101_heat_gain	heat	12h	500	1	27937500	27938000	0.0	4.6094542014	4.6094542014	0.0399514962753733	0.0650267487039497	0.0250752524285764	27937750.0
HSP101_heat_gain	heat	12h	500	1	27938000	27938500	0.0	1.6459449063	1.6459449063	0.0833573299385264	0.054254648763887706	-0.0291026811746387	27938250.0
HSP101_heat_gain	heat	12h	500	1	27938500	27939000	0.0	2.5553835206	2.5553835206	0.0306338022953364	0.0291375723962788	-0.0014962298990576	27938750.0
HSP101_heat_gain	heat	12h	500	1	27939000	27939500	0.0	3.2189603061	3.2189603061	0.1773237043862481	0.06174157329270619	-0.1155821310935419	27939250.0
HSP101_heat_gain	heat	12h	500	1	27939500	27940000	0.0	0.8637196462	0.8637196462	0.1021355733896524	0.0607214116363113	-0.0414141617533411	27939750.0
HSP101_heat_gain	heat	12h	500	1	27940000	27940500	0.0	0.853563421	0.853563421	0.0257348708451593	0.0255753257240828	-0.0001595451210765	27940250.0
HSP101_heat_gain	heat	12h	500	1	27940500	27941000	0.0	0.0	0.0	0.0300743256743256	0.0186933547681642	-0.0113809709061614	27940750.0
HSP101_heat_gain	heat	12h	500	1	27941000	27941500	0.0	0.0	0.0	0.0324493087482569	0.020699567691013797	-0.0117497410572431	27941250.0
HSP101_heat_gain	heat	12h	500	1	27941500	27942000	0.0	0.1117503866	0.1117503866	0.0280611432415077	0.021755183192715098	-0.0063059600487926	27941750.0
HSP101_heat_gain	heat	12h	500	1	27942000	27942500	0.0	0.0500288537	0.0500288537	0.027535160519009	0.0178752249122619	-0.0096599356067471	27942250.0
HSP101_heat_gain	heat	24h	500	1	27933500	27934000	0.4416915824	0.9392850564999999	0.4975934741	0.0572065533894392	0.030918618679770502	-0.0262879347096687	27933750.0
HSP101_heat_gain	heat	24h	500	1	27934000	27934500	0.0455293166	0.0	-0.0455293166	0.0371941644073509	0.032244666038043795	-0.0049494983693071	27934250.0
HSP101_heat_gain	heat	24h	500	1	27934500	27935000	0.0	0.0	0.0	0.0346004246856812	0.0391756433771277	0.0045752186914465	27934750.0
HSP101_heat_gain	heat	24h	500	1	27935000	27935500	0.0	0.0	0.0	0.0651696982270239	0.015363688108049	-0.0498060101189749	27935250.0
HSP101_heat_gain	heat	24h	500	1	27935500	27936000	0.0	0.0	0.0	0.0512626377918803	0.0573124887277483	0.006049850935868	27935750.0
HSP101_heat_gain	heat	24h	500	1	27936000	27936500	0.0	0.0500288537	0.0500288537	0.0388175498725451	0.0438265612029735	0.0050090113304284	27936250.0
HSP101_heat_gain	heat	24h	500	1	27936500	27937000	0.2780897079	2.8518515232	2.5737618153	0.0317001113050177	0.0893646167277707	0.057664505422753	27936750.0
HSP101_heat_gain	heat	24h	500	1	27937000	27937500	0.0	1.5341945197	1.5341945197	0.0377224359636204	0.0250280136824722	-0.0126944222811482	27937250.0
HSP101_heat_gain	heat	24h	500	1	27937500	27938000	0.0	4.6094542014	4.6094542014	0.0399514962753733	0.0863080964689707	0.0463566001935974	27937750.0
HSP101_heat_gain	heat	24h	500	1	27938000	27938500	0.0	1.6459449063	1.6459449063	0.0833573299385264	0.061544712820774304	-0.0218126171177521	27938250.0
HSP101_heat_gain	heat	24h	500	1	27938500	27939000	0.0	2.5553835206	2.5553835206	0.0306338022953364	0.0785804228907331	0.0479466205953967	27938750.0
HSP101_heat_gain	heat	24h	500	1	27939000	27939500	0.0	3.2189603061	3.2189603061	0.1773237043862481	0.1218240998374556	-0.0554996045487925	27939250.0
HSP101_heat_gain	heat	24h	500	1	27939500	27940000	0.0	0.8637196462	0.8637196462	0.1021355733896524	0.1375262584165321	0.0353906850268797	27939750.0
HSP101_heat_gain	heat	24h	500	1	27940000	27940500	0.0	0.853563421	0.853563421	0.0257348708451593	0.0491776702633432	0.0234427994181839	27940250.0
HSP101_heat_gain	heat	24h	500	1	27940500	27941000	0.0	0.0	0.0	0.0300743256743256	0.0224180916396602	-0.0076562340346654	27940750.0
HSP101_heat_gain	heat	24h	500	1	27941000	27941500	0.0	0.0	0.0	0.0324493087482569	0.0282371574799071	-0.0042121512683498	27941250.0
HSP101_heat_gain	heat	24h	500	1	27941500	27942000	0.0	0.1117503866	0.1117503866	0.0280611432415077	0.0226926292402482	-0.0053685140012595	27941750.0
HSP101_heat_gain	heat	24h	500	1	27942000	27942500	0.0	0.0500288537	0.0500288537	0.027535160519009	0.0493413787858231	0.0218062182668141	27942250.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14519500	14519600	0.0	0.0	0.0	0.0322140822140821	0.019551282051281996	-0.0126628001628001	14519550.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14519600	14519700	0.0	0.0	0.0	0.028916847041847	0.0168518518518518	-0.0120649951899952	14519650.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14519700	14519800	0.0	0.0	0.0	0.0474026129488313	0.005820105820105802	-0.0415825071287255	14519750.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14519800	14519900	0.0	0.0	0.0	0.0309480676328502	0.025372775372775398	-0.0055752922600748	14519850.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14519900	14520000	0.0	0.0	0.0	0.0105234371363403	0.033263831706545705	0.0227403945702054	14519950.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520000	14520100	0.0	0.0	0.0	0.0218650793650793	0.0121843434343434	-0.0096807359307359	14520050.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520100	14520200	0.0	0.0	0.0	0.0059242308670225	0.0463768115942027	0.0404525807271802	14520150.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520200	14520300	0.0	0.0	0.0	0.0075396825396825	0.0316215375038903	0.0240818549642078	14520250.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520300	14520400	0.0	0.0	0.0	0.0363425925925925	0.024545663676098502	-0.011796928916494	14520350.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520400	14520500	0.0	0.0	0.0	0.0469806763285023	0.0217619337184554	-0.0252187426100469	14520450.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520500	14520600	0.0	0.0	0.0	0.0417989417989417	0.010307048984468298	-0.0314918928144734	14520550.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520600	14520700	0.0	0.0	0.0	0.0161324786324786	0.0112518654185321	-0.0048806132139465	14520650.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520700	14520800	0.0	0.0	0.0	0.0407809983896939	0.0251823793490459	-0.015598619040648	14520750.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520800	14520900	0.0	0.0	0.0	0.0544871794871794	0.014529914529914499	-0.0399572649572649	14520850.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14520900	14521000	0.0	0.0	0.0	0.0313846191382422	0.019056896262778497	-0.0123277228754637	14520950.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521000	14521100	0.0	0.0	0.0	0.0301011264720941	0.026941457586618898	-0.0031596688854752	14521050.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521100	14521200	0.0	0.0	0.0	0.0296536796536796	0.014011914011913998	-0.0156417656417656	14521150.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521200	14521300	0.0	0.0	0.0	0.0331746031746031	0.0231916487088901	-0.009982954465713	14521250.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521300	14521400	0.0	0.0	0.0	0.0335555555555555	0.053632275132275	0.0200767195767195	14521350.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521400	14521500	0.0	0.0	0.0	0.0161396574440052	0.022675084175084	0.0065354267310788	14521450.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521500	14521600	0.0	0.0	0.0	0.0553075396825396	0.017766203703703694	-0.0375413359788359	14521550.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521600	14521700	0.0	0.0	0.0	0.0509971509971509	0.012383449883449804	-0.0386137011137011	14521650.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521700	14521800	0.0	0.0	0.0	0.0380130084740144	0.0470573706460802	0.0090443621720658	14521750.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521800	14521900	0.0	0.0	0.0	0.0225191475191474	0.0314814814814813	0.0089623339623339	14521850.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14521900	14522000	0.0	0.0	0.0	0.0478395061728395	0.010378510378510397	-0.0374609957943291	14521950.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522000	14522100	0.0	0.0	0.0	0.0222056878306877	0.0128968253968253	-0.0093088624338624	14522050.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522100	14522200	0.0	0.0	0.0	0.0296606326466396	0.0365261813537675	0.0068655487071279	14522150.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522200	14522300	0.0	0.0	0.0	0.0262626262626262	0.0251147842056933	-0.0011478420569329	14522250.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522300	14522400	0.0	0.0	0.0	0.0563803299097416	0.021595860566448702	-0.0347844693432929	14522350.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522400	14522500	0.0	0.0	0.0	0.0651171579743007	0.0298036758563074	-0.0353134821179933	14522450.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522500	14522600	0.2301034871	0.0	-0.2301034871	0.0516604168778081	0.0808316080055209	0.0291711911277128	14522550.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522600	14522700	1.3127782716	0.211808094	-1.1009701776	0.1124956851427439	0.1216005291005289	0.009104843957785	14522650.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522700	14522800	0.3828184419	0.8711487469999999	0.4883303051	0.5713379124232514	0.5062751409676169	-0.0650627714556345	14522750.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522800	14522900	1.5005630322	1.6810751663	0.1805121341	0.5045156749568513	0.30623804904850654	-0.1982776259083448	14522850.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14522900	14523000	0.9471681888	0.9975149825	0.0503467937	0.7540786613278191	0.5417774760976516	-0.2123011852301675	14522950.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523000	14523100	0.5664118567	0.45605971570000003	-0.110352141	0.7840277777777778	0.692497964997965	-0.0915298127798127	14523050.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523100	14523200	0.8463725075	1.0142720514	0.1678995439	0.748030303030303	0.3575368378266928	-0.3904934652036102	14523150.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523200	14523300	1.2228009925	0.7635081780000001	-0.4592928145	0.8177777777777777	0.68384663582032	-0.1339311419574577	14523250.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523300	14523400	0.4034531146	0.418643444	0.0151903294	0.3744565436579956	0.4130158730158729	0.0385593293578773	14523350.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523400	14523500	0.7929770856	0.18145947890000003	-0.6115176067	0.5774016203703703	0.42293733465608474	-0.1544642857142856	14523450.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523500	14523600	1.0279943811	0.23148833260000012	-0.7965060485	0.4010310179665018	0.2721710189452125	-0.1288599990212893	14523550.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523600	14523700	0.0	0.0	0.0	0.0194444444444444	0.0174897119341563	-0.0019547325102881	14523650.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523700	14523800	0.0	0.0	0.0	0.0392677215257859	0.0275942993684928	-0.0116734221572931	14523750.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523800	14523900	0.0	0.0	0.0	0.0210631156283329	0.0243401928184535	0.0032770771901206	14523850.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14523900	14524000	0.0	0.0	0.0	0.0352969631378722	0.0277664675391948	-0.0075304955986774	14523950.0
LHB1B2_RWA3_heat_loss	heat	6h	100	2	14524000	14524100	0.0	0.0	0.0	0.05359404178338	0.0149305555555556	-0.0386634862278244	14524050.0
