context	direction	GO_ID	GO_term	observed_hits	observed_genes	null_mean_hits	null_sd	fold_vs_window_null	empirical_p	null_ge_observed	n_observed_genes	nperm	FDR_BH
CG	gain	GO:0050793	regulation of developmental process	11	AT1G22770;AT1G28270;AT2G25180;AT3G12280;AT3G24240;AT4G20140;AT4G32880;AT4G39110;AT5G40360;AT5G44585;AT5G49160	29.45	5.335494353853256	0.3735144312393888	1.0	200	253	200	1.0
CG	gain	GO:0050794	regulation of cellular process	62	AT1G04970;AT1G19850;AT1G22770;AT1G23030;AT1G23420;AT1G27220;AT1G28270;AT1G34170;AT1G35240;AT1G44120;AT1G49950;AT1G65800;AT1G66040;AT1G66730;AT1G71930;AT1G79380;AT1G79950;AT2G10440;AT2G17150;AT2G18960;AT2G19920;AT2G25180;AT2G28290;AT2G31215;AT2G40030;AT2G42830;AT3G05520;AT3G12280;AT3G23150;AT3G23690;AT3G47020;AT3G49500;AT3G59410;AT3G59700;AT3G62030;AT3G62930;AT4G01820;AT4G09570;AT4G16890;AT4G18050;AT4G20140;AT4G22070;AT4G32880;AT4G39110;AT5G03320;AT5G10720;AT5G23040;AT5G37500;AT5G39900;AT5G40360;AT5G40850;AT5G40870;AT5G42950;AT5G44510;AT5G44585;AT5G45240;AT5G49160;AT5G53060;AT5G54310;AT5G58700;AT5G64220;AT5G67530	128.35	8.844631139849806	0.48305414881184267	1.0	200	253	200	1.0
CG	gain	GO:0050801	monoatomic ion homeostasis	5	AT1G12520;AT1G32450;AT1G53210;AT1G74770;AT4G20140	6.53	2.3641277461254067	0.7656967840735068	0.8109452736318408	162	253	200	1.0
CG	gain	GO:0050832	defense response to fungus	4	AT1G71930;AT2G40030;AT5G42950;AT5G60280	7.915	2.660408803172925	0.505369551484523	0.9253731343283582	185	253	200	1.0
CG	gain	GO:0050896	response to stimulus	70	AT1G05120;AT1G19850;AT1G22770;AT1G23310;AT1G27595;AT1G28270;AT1G30755;AT1G32450;AT1G34170;AT1G35240;AT1G44170;AT1G49230;AT1G49980;AT1G53210;AT1G55180;AT1G64790;AT1G65800;AT1G66730;AT1G66950;AT1G70460;AT1G71697;AT1G71930;AT1G79380;AT1G79950;AT2G15480;AT2G15490;AT2G18660;AT2G18960;AT2G25180;AT2G28290;AT2G39730;AT2G40030;AT2G44110;AT3G13380;AT3G17800;AT3G23150;AT3G45140;AT3G46620;AT3G47020;AT3G49500;AT3G50470;AT3G59410;AT3G59700;AT3G62030;AT3G62930;AT4G07390;AT4G16890;AT4G20140;AT4G24100;AT4G24280;AT4G32880;AT5G03320;AT5G05170;AT5G10720;AT5G14950;AT5G19000;AT5G23040;AT5G25250;AT5G37500;AT5G40850;AT5G42950;AT5G44510;AT5G44585;AT5G45240;AT5G53060;AT5G53450;AT5G54310;AT5G58700;AT5G60280;AT5G64220	158.045	9.548977693973494	0.4429118289094878	1.0	200	253	200	1.0
CG	gain	GO:0051128	regulation of cellular component organization	6	AT1G28270;AT3G05520;AT3G12280;AT4G39110;AT5G44585;AT5G54310	9.24	2.895237468671612	0.6493506493506493	0.9104477611940298	182	253	200	1.0
CG	gain	GO:0051179	localization	36	AT1G06490;AT1G21890;AT1G24490;AT1G31830;AT1G32450;AT1G53210;AT1G65550;AT1G66950;AT1G74770;AT2G18960;AT2G30070;AT2G30290;AT2G42005;AT2G48130;AT3G08530;AT3G10650;AT3G42640;AT3G44900;AT3G51310;AT3G56640;AT3G63380;AT4G01820;AT4G12120;AT4G17140;AT4G18050;AT4G20140;AT4G24280;AT4G26590;AT4G29380;AT5G05760;AT5G19600;AT5G20280;AT5G25250;AT5G37500;AT5G54310;AT5G55930	78.705	7.618265878794214	0.4574042309891367	1.0	200	253	200	1.0
CG	gain	GO:0051234	establishment of localization	35	AT1G06490;AT1G21890;AT1G31830;AT1G32450;AT1G53210;AT1G65550;AT1G66950;AT1G74770;AT2G18960;AT2G30070;AT2G30290;AT2G42005;AT2G48130;AT3G08530;AT3G10650;AT3G42640;AT3G44900;AT3G51310;AT3G56640;AT3G63380;AT4G01820;AT4G12120;AT4G17140;AT4G18050;AT4G20140;AT4G24280;AT4G26590;AT4G29380;AT5G05760;AT5G19600;AT5G20280;AT5G25250;AT5G37500;AT5G54310;AT5G55930	74.385	7.6254032680245345	0.4705249714324124	1.0	200	253	200	1.0
CG	gain	GO:0051239	regulation of multicellular organismal process	5	AT1G22770;AT1G28270;AT3G12280;AT4G39110;AT5G49160	17.1	4.247352116319056	0.29239766081871343	1.0	200	253	200	1.0
CG	gain	GO:0051246	regulation of protein metabolic process	4	AT3G49500;AT3G59410;AT5G39900;AT5G42950	3.575	1.8826510563564345	1.1188811188811187	0.5024875621890548	100	253	200	1.0
CG	gain	GO:0051252	regulation of RNA metabolic process	22	AT1G19850;AT1G22770;AT1G23420;AT1G27220;AT1G34170;AT1G35240;AT1G49950;AT1G71930;AT1G79950;AT2G10440;AT2G17150;AT2G25180;AT2G28290;AT2G31215;AT2G42830;AT3G12280;AT3G23690;AT3G62930;AT4G22070;AT4G32880;AT5G40360;AT5G64220	53.895	6.560028582254758	0.40820113183041096	1.0	200	253	200	1.0
CG	gain	GO:0051253	negative regulation of RNA metabolic process	3	AT1G27220;AT3G12280;AT3G62930	7.39	2.752798575994982	0.4059539918809202	0.9950248756218906	199	253	200	1.0
CG	gain	GO:0051254	positive regulation of RNA metabolic process	5	AT1G71930;AT2G10440;AT2G42830;AT5G40360;AT5G64220	11.625	3.3666563531195153	0.43010752688172044	1.0	200	253	200	1.0
CG	gain	GO:0051273	beta-glucan metabolic process	4	AT1G06490;AT1G32180;AT3G59100;AT5G05170	4.165	1.7515064944213017	0.9603841536614646	0.6169154228855721	123	253	200	1.0
CG	gain	GO:0051274	beta-glucan biosynthetic process	4	AT1G06490;AT1G32180;AT3G59100;AT5G05170	3.95	1.725543392673739	1.0126582278481011	0.5771144278606966	115	253	200	1.0
CG	gain	GO:0051276	chromosome organization	3	AT1G53490;AT1G79950;AT3G12280	6.45	2.3425413550244967	0.46511627906976744	0.9601990049751243	192	253	200	1.0
CG	gain	GO:0051301	cell division	6	AT1G50240;AT1G55180;AT3G12280;AT4G08630;AT5G05170;AT5G49160	8.64	2.605839595984371	0.6944444444444444	0.9054726368159204	181	253	200	1.0
CG	gain	GO:0051321	meiotic cell cycle	4	AT1G50240;AT1G53490;AT2G01990;AT3G12280	6.64	2.500079998720042	0.6024096385542169	0.9104477611940298	182	253	200	1.0
CG	gain	GO:0051510	regulation of unidimensional cell growth	3	AT1G28270;AT4G39110;AT5G44585	2.875	1.7519631845446983	1.0434782608695652	0.5621890547263682	112	253	200	1.0
CG	gain	GO:0051604	protein maturation	5	AT3G62030;AT4G24280;AT5G23040;AT5G58450;AT5G67530	7.685	2.5953371649941768	0.6506180871828238	0.8756218905472637	175	253	200	1.0
CG	gain	GO:0051641	cellular localization	8	AT1G74770;AT2G30290;AT3G08530;AT3G10650;AT3G51310;AT3G56640;AT4G29380;AT5G05760	18.34	4.008041915948489	0.4362050163576881	0.9950248756218906	199	253	200	1.0
CG	gain	GO:0051649	establishment of localization in cell	8	AT1G74770;AT2G30290;AT3G08530;AT3G10650;AT3G51310;AT3G56640;AT4G29380;AT5G05760	16.605	3.9343328532293746	0.4817825956037338	0.9900497512437811	198	253	200	1.0
CG	gain	GO:0051707	response to other organism	20	AT1G64790;AT1G66730;AT1G71930;AT1G79380;AT2G15480;AT2G15490;AT2G18660;AT2G40030;AT3G45140;AT3G49500;AT3G50470;AT3G59700;AT4G16890;AT4G24100;AT5G10720;AT5G42950;AT5G44510;AT5G44585;AT5G54310;AT5G60280	35.875	5.372092236736075	0.5574912891986062	1.0	200	253	200	1.0
CG	gain	GO:0051716	cellular response to stimulus	25	AT1G27595;AT1G28270;AT1G49980;AT1G53210;AT1G55180;AT1G65800;AT1G66730;AT1G70460;AT1G71930;AT1G79380;AT1G79950;AT2G25180;AT3G23150;AT3G59410;AT3G62030;AT4G16890;AT5G03320;AT5G10720;AT5G19000;AT5G25250;AT5G44510;AT5G45240;AT5G53060;AT5G58700;AT5G64220	72.275	7.359984714658006	0.34590107229332406	1.0	200	253	200	1.0
CG	gain	GO:0055080	monoatomic cation homeostasis	5	AT1G12520;AT1G32450;AT1G53210;AT1G74770;AT4G20140	6.275	2.2626035887888074	0.796812749003984	0.7960199004975125	159	253	200	1.0
CG	gain	GO:0055082	intracellular chemical homeostasis	3	AT1G12520;AT1G27595;AT1G74770	6.615	2.485311851659666	0.4535147392290249	0.9701492537313433	194	253	200	1.0
CG	gain	GO:0055085	transmembrane transport	19	AT1G21890;AT1G31830;AT1G32450;AT1G53210;AT1G65550;AT1G66950;AT1G74770;AT2G18960;AT2G30070;AT2G42005;AT3G42640;AT3G44900;AT3G63380;AT4G01820;AT4G18050;AT4G26590;AT5G19600;AT5G37500;AT5G55930	42.225	6.133055926697545	0.4499703966844286	1.0	200	253	200	1.0
CG	gain	GO:0055086	nucleobase-containing small molecule metabolic process	5	AT1G21640;AT1G36180;AT2G28760;AT5G40870;AT5G52920	11.205	3.030342389895903	0.4462293618920125	0.9900497512437811	198	253	200	1.0
CG	gain	GO:0060255	regulation of macromolecule metabolic process	35	AT1G04970;AT1G19850;AT1G22770;AT1G23420;AT1G27220;AT1G34170;AT1G35240;AT1G44120;AT1G49950;AT1G66040;AT1G71930;AT1G79950;AT2G10440;AT2G17150;AT2G19920;AT2G25180;AT2G28290;AT2G31215;AT2G40030;AT2G42830;AT3G12280;AT3G23690;AT3G47020;AT3G49500;AT3G59410;AT3G62930;AT4G22070;AT4G32880;AT5G39900;AT5G40360;AT5G40870;AT5G42950;AT5G49160;AT5G53060;AT5G64220	73.625	7.514943446227641	0.47538200339558573	1.0	200	253	200	1.0
CG	gain	GO:0060560	developmental growth involved in morphogenesis	3	AT2G25630;AT3G56640;AT3G56930	12.195	3.454992764102407	0.24600246002460024	1.0	200	253	200	1.0
CG	gain	GO:0061458	reproductive system development	21	AT1G19850;AT1G22770;AT1G23420;AT1G29760;AT1G66730;AT1G73177;AT2G01280;AT2G02240;AT2G28290;AT2G31215;AT2G34260;AT2G42830;AT2G48130;AT3G12280;AT3G49500;AT4G32880;AT5G23040;AT5G40360;AT5G49160;AT5G52920;AT5G54310	40.965	5.5815566825035265	0.5126327352618089	1.0	200	253	200	1.0
CG	gain	GO:0061640	cytoskeleton-dependent cytokinesis	3	AT1G50240;AT5G05170;AT5G49160	2.175	1.3763629608500807	1.3793103448275863	0.38308457711442784	76	253	200	1.0
CG	gain	GO:0062012	regulation of small molecule metabolic process	3	AT5G03320;AT5G40360;AT5G40850	3.24	1.792316936258763	0.9259259259259258	0.6218905472636815	124	253	200	1.0
CG	gain	GO:0062197	cellular response to chemical stress	3	AT1G53210;AT5G10720;AT5G19000	3.525	1.9568788925224776	0.851063829787234	0.6716417910447762	134	253	200	1.0
CG	gain	GO:0065003	protein-containing complex assembly	4	AT1G49950;AT1G60770;AT2G01280;AT3G16010	9.835	2.8579319446060953	0.4067107269954245	0.9950248756218906	199	253	200	1.0
CG	gain	GO:0065007	biological regulation	67	AT1G04970;AT1G19850;AT1G22770;AT1G23030;AT1G23420;AT1G27220;AT1G28270;AT1G29760;AT1G30755;AT1G34170;AT1G35240;AT1G44120;AT1G49950;AT1G55180;AT1G65800;AT1G66040;AT1G66730;AT1G71930;AT1G74770;AT1G79380;AT1G79950;AT2G10440;AT2G17150;AT2G18960;AT2G19920;AT2G25180;AT2G28290;AT2G31215;AT2G40030;AT2G42830;AT3G05520;AT3G12280;AT3G23150;AT3G23690;AT3G24240;AT3G47020;AT3G49500;AT3G59410;AT3G59700;AT3G62030;AT3G62930;AT4G01820;AT4G09570;AT4G16890;AT4G18050;AT4G20140;AT4G22070;AT4G32880;AT4G39110;AT5G03320;AT5G10720;AT5G23040;AT5G37500;AT5G39900;AT5G40360;AT5G40850;AT5G40870;AT5G42950;AT5G44510;AT5G44585;AT5G45240;AT5G49160;AT5G53060;AT5G54310;AT5G58700;AT5G64220;AT5G67530	148.4	9.498420921395173	0.45148247978436656	1.0	200	253	200	1.0
CG	gain	GO:0065008	regulation of biological quality	3	AT3G05520;AT4G01820;AT4G18050	16.07	3.7954051167167844	0.18668326073428748	1.0	200	253	200	1.0
CG	gain	GO:0070297	regulation of phosphorelay signal transduction system	3	AT2G28290;AT3G23150;AT5G10720	1.425	1.1765946625750092	2.1052631578947367	0.1791044776119403	35	253	200	1.0
CG	gain	GO:0070482	response to oxygen levels	3	AT1G23310;AT3G23150;AT5G25250	5.735	2.492945045523466	0.5231037489102005	0.9203980099502488	184	253	200	1.0
CG	gain	GO:0070542	response to fatty acid	5	AT1G79380;AT2G39730;AT3G45140;AT5G37500;AT5G53060	6.18	2.5529590674352773	0.8090614886731392	0.746268656716418	149	253	200	1.0
CG	gain	GO:0070647	protein modification by small protein conjugation or removal	15	AT1G23030;AT1G49230;AT1G50490;AT1G53490;AT1G66040;AT1G73177;AT1G74770;AT2G38220;AT3G03510;AT3G46620;AT3G47020;AT4G39370;AT5G19000;AT5G22030;AT5G67530	20.65	4.5296247085161525	0.7263922518159807	0.9402985074626866	188	253	200	1.0
CG	gain	GO:0070887	cellular response to chemical stimulus	12	AT1G27595;AT1G53210;AT1G71930;AT1G79380;AT2G25180;AT3G23150;AT4G16890;AT5G10720;AT5G19000;AT5G25250;AT5G53060;AT5G64220	34.36	5.108855057642567	0.3492433061699651	1.0	200	253	200	1.0
CG	gain	GO:0070918	regulatory ncRNA processing	3	AT2G40030;AT3G49500;AT5G53060	2.54	1.4961283367412033	1.1811023622047243	0.48756218905472637	97	253	200	1.0
CG	gain	GO:0071495	cellular response to endogenous stimulus	6	AT1G71930;AT1G79380;AT2G25180;AT3G23150;AT5G10720;AT5G53060	16.455	3.6273923140460114	0.3646308113035552	1.0	200	253	200	1.0
CG	gain	GO:0071554	cell wall organization or biogenesis	11	AT1G23720;AT1G70630;AT3G28550;AT3G54580;AT4G17220;AT4G20140;AT4G28850;AT4G33330;AT5G05170;AT5G07420;AT5G44585	14.25	3.550704155516197	0.7719298245614035	0.8706467661691543	174	253	200	1.0
CG	gain	GO:0071555	cell wall organization	6	AT1G23720;AT3G28550;AT3G54580;AT4G20140;AT5G07420;AT5G44585	8.64	2.62876396810364	0.6944444444444444	0.8955223880597015	179	253	200	1.0
CG	gain	GO:0071669	plant-type cell wall organization or biogenesis	8	AT1G23720;AT3G28550;AT3G54580;AT4G17220;AT4G20140;AT4G33330;AT5G05170;AT5G44585	7.975	2.54644359843292	1.0031347962382446	0.527363184079602	105	253	200	1.0
CG	gain	GO:0071705	nitrogen compound transport	6	AT1G31830;AT1G32450;AT2G42005;AT3G10650;AT4G26590;AT5G55930	8.595	2.6402604038238313	0.6980802792321117	0.8805970149253731	176	253	200	1.0
CG	gain	GO:0071805	potassium ion transmembrane transport	3	AT1G32450;AT2G30070;AT5G37500	2.865	1.4376282551480406	1.0471204188481675	0.5870646766169154	117	253	200	1.0
CG	gain	GO:0071840	cellular component organization or biogenesis	33	AT1G23720;AT1G24490;AT1G29760;AT1G49950;AT1G50240;AT1G53490;AT1G60770;AT1G66040;AT1G70630;AT1G79950;AT2G01280;AT2G01990;AT2G28290;AT2G34260;AT3G05520;AT3G10650;AT3G11964;AT3G12280;AT3G16010;AT3G28550;AT3G54580;AT4G17220;AT4G20140;AT4G26700;AT4G28850;AT4G33330;AT5G05170;AT5G05760;AT5G07420;AT5G23040;AT5G25250;AT5G44585;AT5G49160	81.345	8.172268656866384	0.4056795131845842	1.0	200	253	200	1.0
CG	gain	GO:0072330	monocarboxylic acid biosynthetic process	4	AT1G36180;AT3G45140;AT5G44585;AT5G52920	5.74	2.5084656664981484	0.6968641114982578	0.7860696517412935	157	253	200	1.0
CG	gain	GO:0072521	purine-containing compound metabolic process	3	AT1G21640;AT1G36180;AT5G52920	7.49	2.5806782054336015	0.40053404539385845	0.9800995024875622	196	253	200	1.0
CG	gain	GO:0072593	reactive oxygen species metabolic process	3	AT1G04970;AT1G12520;AT5G44585	3.405	1.6616181871898255	0.881057268722467	0.7014925373134329	140	253	200	1.0
CG	gain	GO:0080090	regulation of primary metabolic process	29	AT1G19850;AT1G22770;AT1G23420;AT1G27220;AT1G34170;AT1G35240;AT1G44120;AT1G49950;AT1G71930;AT1G79950;AT2G10440;AT2G17150;AT2G25180;AT2G28290;AT2G31215;AT2G42830;AT3G12280;AT3G23690;AT3G47020;AT3G49500;AT3G59410;AT3G62930;AT4G22070;AT4G32880;AT5G39900;AT5G40360;AT5G40870;AT5G42950;AT5G64220	65.305	7.284365106170861	0.44407013245540156	1.0	200	253	200	1.0
CG	gain	GO:0080134	regulation of response to stress	8	AT1G79950;AT2G28290;AT3G59700;AT5G03320;AT5G42950;AT5G44585;AT5G53060;AT5G67530	14.88	3.9541876536148335	0.5376344086021505	0.9800995024875622	196	253	200	1.0
CG	gain	GO:0090304	nucleic acid metabolic process	19	AT1G49980;AT1G53490;AT1G66730;AT1G72550;AT1G73177;AT1G79950;AT2G01280;AT2G07690;AT2G19920;AT2G40030;AT3G11964;AT3G16010;AT3G49500;AT5G39920;AT5G49010;AT5G52850;AT5G53060;AT5G64200;AT5G66520	54.395	6.8912244920623	0.34929681036860005	1.0	200	253	200	1.0
CG	gain	GO:0090333	regulation of stomatal closure	3	AT1G23030;AT3G59700;AT5G10720	1.51	1.1268983982595768	1.9867549668874172	0.19900497512437812	39	253	200	1.0
CG	gain	GO:0090407	organophosphate biosynthetic process	6	AT1G21640;AT1G31190;AT1G36180;AT1G71697;AT2G28760;AT5G40870	11.97	3.3479994026283824	0.5012531328320802	0.9850746268656716	197	253	200	1.0
CG	gain	GO:0090567	reproductive shoot system development	10	AT1G19850;AT1G22770;AT1G23420;AT1G73177;AT2G28290;AT2G31215;AT2G42830;AT3G49500;AT5G49160;AT5G54310	13.95	3.6065911883661035	0.7168458781362007	0.8905472636815921	178	253	200	1.0
CG	gain	GO:0097305	response to alcohol	6	AT1G44170;AT1G71930;AT2G18960;AT3G46620;AT3G62030;AT5G37500	16.26	3.4745359402371854	0.3690036900369003	0.9950248756218906	199	253	200	1.0
CG	gain	GO:0098542	defense response to other organism	4	AT1G64790;AT2G18660;AT3G49500;AT4G16890	8.725	2.7035855821482704	0.4584527220630373	0.9751243781094527	195	253	200	1.0
CG	gain	GO:0098655	monoatomic cation transmembrane transport	9	AT1G32450;AT1G53210;AT1G74770;AT2G18960;AT2G30070;AT3G42640;AT3G44900;AT3G63380;AT5G37500	12.94	3.5575834494780327	0.6955177743431221	0.9054726368159204	181	253	200	1.0
CG	gain	GO:0098657	import into cell	3	AT1G74770;AT3G08530;AT5G25250	3.78	1.85245782678041	0.7936507936507937	0.7263681592039801	145	253	200	1.0
CG	gain	GO:0098771	inorganic ion homeostasis	5	AT1G12520;AT1G32450;AT1G53210;AT1G74770;AT4G20140	5.955	2.3733889272514936	0.8396305625524769	0.7213930348258707	144	253	200	1.0
CG	gain	GO:0099402	plant organ development	18	AT1G19850;AT1G23420;AT1G32450;AT1G55180;AT1G73177;AT1G79950;AT2G25180;AT2G31215;AT2G39730;AT2G42830;AT3G12280;AT3G24240;AT3G49500;AT3G56930;AT4G20140;AT5G10720;AT5G44585;AT5G54310	38.945	5.840545779291523	0.462190268327128	1.0	200	253	200	1.0
CG	gain	GO:0140013	meiotic nuclear division	4	AT1G50240;AT1G53490;AT2G01990;AT3G12280	4.09	1.9136091554964934	0.9779951100244499	0.5771144278606966	115	253	200	1.0
CG	gain	GO:0140115	export across plasma membrane	4	AT2G18960;AT3G42640;AT4G01820;AT4G18050	4.035	1.9783263128210162	0.9913258983890954	0.5920398009950248	118	253	200	1.0
CG	gain	GO:0140352	export from cell	4	AT2G18960;AT3G42640;AT4G01820;AT4G18050	6.155	2.379280353384191	0.6498781478472786	0.8805970149253731	176	253	200	1.0
CG	gain	GO:0140546	defense response to symbiont	4	AT1G64790;AT2G18660;AT3G49500;AT4G16890	7.685	2.5368829298964535	0.520494469746259	0.9601990049751243	192	253	200	1.0
CG	gain	GO:0141187	nucleic acid biosynthetic process	12	AT1G49980;AT1G66730;AT1G73177;AT2G01280;AT2G19920;AT2G40030;AT3G11964;AT3G16010;AT3G49500;AT5G39920;AT5G53060;AT5G64200	29.29	4.68677927792637	0.4096961420279959	1.0	200	253	200	1.0
CG	gain	GO:0160109	plant gross anatomical part developmental process	37	AT1G19850;AT1G22770;AT1G23420;AT1G29760;AT1G32450;AT1G50240;AT1G55180;AT1G66730;AT1G71930;AT1G73177;AT1G79950;AT2G01280;AT2G02240;AT2G25180;AT2G28290;AT2G31215;AT2G34260;AT2G38220;AT2G39730;AT2G42830;AT2G48130;AT3G11964;AT3G12280;AT3G24240;AT3G49500;AT3G56930;AT4G20140;AT4G29380;AT4G32880;AT4G39110;AT5G10720;AT5G23040;AT5G40360;AT5G44585;AT5G49160;AT5G52920;AT5G54310	78.43	7.444131917154562	0.47175825576947594	1.0	200	253	200	1.0
CG	gain	GO:0170038	proteinogenic amino acid biosynthetic process	3	AT1G23310;AT3G62030;AT5G20980	4.61	2.194971526011214	0.6507592190889371	0.8407960199004975	168	253	200	1.0
CG	gain	GO:0170039	proteinogenic amino acid metabolic process	3	AT1G23310;AT3G62030;AT5G20980	6.805	2.6827178383124846	0.440852314474651	0.9651741293532339	193	253	200	1.0
CG	gain	GO:1900150	regulation of defense response to fungus	3	AT2G28290;AT5G44585;AT5G53060	1.285	1.146200244285439	2.3346303501945527	0.12437810945273632	24	253	200	1.0
CG	gain	GO:1901135	carbohydrate derivative metabolic process	6	AT2G28760;AT3G01180;AT5G14950;AT5G40870;AT5G44585;AT5G52920	16.375	3.7609008229412306	0.366412213740458	1.0	200	253	200	1.0
CG	gain	GO:1901137	carbohydrate derivative biosynthetic process	5	AT2G28760;AT3G01180;AT5G14950;AT5G40870;AT5G44585	10.04	2.98971570554794	0.4980079681274901	0.9800995024875622	196	253	200	1.0
CG	gain	GO:1901293	nucleoside phosphate biosynthetic process	4	AT1G21640;AT1G36180;AT2G28760;AT5G40870	5.935	2.2979936901566997	0.6739679865206403	0.8656716417910447	173	253	200	1.0
CG	gain	GO:1901698	response to nitrogen compound	5	AT1G30755;AT1G32450;AT1G66730;AT3G62930;AT5G10720	3.705	1.7487066649384049	1.349527665317139	0.3034825870646766	60	253	200	1.0
CG	gain	GO:1901700	response to oxygen-containing compound	24	AT1G22770;AT1G27595;AT1G30755;AT1G32450;AT1G44170;AT1G49230;AT1G66730;AT1G66950;AT1G71930;AT1G79380;AT2G18960;AT2G25180;AT2G39730;AT3G13380;AT3G17800;AT3G45140;AT3G46620;AT3G62030;AT3G62930;AT4G16890;AT5G10720;AT5G19000;AT5G37500;AT5G53060	48.345	6.238266986912338	0.4964318957493019	1.0	200	253	200	1.0
CG	gain	GO:1901701	cellular response to oxygen-containing compound	6	AT1G27595;AT1G79380;AT4G16890;AT5G10720;AT5G19000;AT5G53060	18.13	3.8344621526362737	0.3309431880860452	1.0	200	253	200	1.0
CG	gain	GO:1902531	regulation of intracellular signal transduction	3	AT2G28290;AT3G23150;AT5G10720	2.495	1.49331008166422	1.2024048096192383	0.48258706467661694	96	253	200	1.0
CG	gain	GO:1902600	proton transmembrane transport	4	AT1G32450;AT2G18960;AT3G42640;AT3G44900	4.87	1.970558296524109	0.8213552361396304	0.736318407960199	147	253	200	1.0
CG	gain	GO:1902679	negative regulation of RNA biosynthetic process	3	AT1G27220;AT3G12280;AT3G62930	6.805	2.6883033682975594	0.440852314474651	0.9800995024875622	196	253	200	1.0
CG	gain	GO:1902680	positive regulation of RNA biosynthetic process	5	AT1G71930;AT2G10440;AT2G42830;AT5G40360;AT5G64220	10.19	3.1644746799429453	0.49067713444553485	0.9800995024875622	196	253	200	1.0
CG	gain	GO:1903046	meiotic cell cycle process	4	AT1G50240;AT1G53490;AT2G01990;AT3G12280	6.18	2.4223129442745424	0.6472491909385114	0.8756218905472637	175	253	200	1.0
CG	gain	GO:1903047	mitotic cell cycle process	3	AT3G12280;AT5G05170;AT5G49160	3.93	1.7790727922150906	0.7633587786259541	0.7960199004975125	159	253	200	1.0
CG	gain	GO:1905392	plant organ morphogenesis	5	AT2G25180;AT3G24240;AT3G56930;AT4G20140;AT5G44585	17.01	3.6317901921779443	0.2939447383891828	1.0	200	253	200	1.0
CG	gain	GO:2000241	regulation of reproductive process	5	AT1G28270;AT1G29760;AT4G39110;AT5G40360;AT5G49160	9.48	2.7585503439306667	0.5274261603375527	0.9651741293532339	193	253	200	1.0
CG	gain	GO:2000280	regulation of root development	3	AT3G24240;AT4G20140;AT5G44585	2.615	1.6360852667266457	1.1472275334608029	0.472636815920398	94	253	200	1.0
CG	gain	GO:2001141	regulation of RNA biosynthetic process	22	AT1G19850;AT1G22770;AT1G23420;AT1G27220;AT1G34170;AT1G35240;AT1G49950;AT1G71930;AT1G79950;AT2G10440;AT2G17150;AT2G25180;AT2G28290;AT2G31215;AT2G42830;AT3G12280;AT3G23690;AT3G62930;AT4G22070;AT4G32880;AT5G40360;AT5G64220	51.525	6.565011424209423	0.4269771955361475	1.0	200	253	200	1.0
CG	loss	GO:0000902	cell morphogenesis	3	AT3G23380;AT3G26870;AT4G12420	9.845	3.049749989753255	0.3047232097511427	0.9950248756218906	199	138	200	1.0
CG	loss	GO:0003006	developmental process involved in reproduction	7	AT2G48130;AT3G23380;AT3G26870;AT4G01370;AT4G09960;AT4G24660;AT5G26290	36.025	5.702137757017117	0.19430950728660654	1.0	200	138	200	1.0
CG	loss	GO:0005975	carbohydrate metabolic process	7	AT2G44470;AT4G03930;AT4G13760;AT4G28850;AT4G32370;AT5G20330;AT5G27870	20.67	4.7687629423153295	0.3386550556361877	1.0	200	138	200	1.0
CG	loss	GO:0005976	polysaccharide metabolic process	3	AT4G03930;AT4G28850;AT5G27870	10.455	3.260057514830069	0.28694404591104733	0.9950248756218906	199	138	200	1.0
CG	loss	GO:0006139	nucleobase-containing compound metabolic process	6	AT2G39140;AT4G39280;AT5G23880;AT5G39770;AT5G39920;AT5G49010	47.73	6.525879251104803	0.1257071024512885	1.0	200	138	200	1.0
CG	loss	GO:0006355	regulation of DNA-templated transcription	14	AT1G19510;AT1G31640;AT1G34310;AT1G34390;AT1G34410;AT1G49190;AT1G55950;AT1G75390;AT2G42430;AT3G03260;AT4G04030;AT4G09960;AT4G25530;AT5G39690	37.105	5.709989054280246	0.37730764047971976	1.0	200	138	200	1.0
CG	loss	GO:0006396	RNA processing	3	AT2G39140;AT5G23880;AT5G39920	14.13	3.695010148835855	0.21231422505307854	1.0	200	138	200	1.0
CG	loss	GO:0006412	translation	4	AT2G07715;AT2G39140;AT4G39280;AT5G64140	7.185	2.600149034190156	0.5567153792623522	0.9353233830845771	187	138	200	1.0
CG	loss	GO:0006629	lipid metabolic process	4	AT2G01900;AT2G33380;AT3G29110;AT4G18550	20.01	4.166521330798623	0.19990004997501248	1.0	200	138	200	1.0
CG	loss	GO:0006810	transport	8	AT1G32450;AT2G16980;AT2G48130;AT3G16310;AT3G28345;AT3G30842;AT5G26700;AT5G58180	52.335	6.644002934978265	0.1528613738415974	1.0	200	138	200	1.0
CG	loss	GO:0006950	response to stress	8	AT1G65990;AT1G70840;AT2G01900;AT2G33380;AT2G42430;AT4G01370;AT4G16860;AT5G39770	70.165	6.969058401247518	0.11401696002280338	1.0	200	138	200	1.0
CG	loss	GO:0006952	defense response	4	AT1G70840;AT2G33380;AT4G01370;AT4G16860	22.55	4.432550056118929	0.17738359201773835	1.0	200	138	200	1.0
CG	loss	GO:0006970	response to osmotic stress	3	AT2G01900;AT2G33380;AT4G01370	12.53	3.5070072711644094	0.23942537909018358	1.0	200	138	200	1.0
